"year","doy","hour","solarR","Temp","RH","WS","precip"
2019,280,4,0,31,0.555,0,0
2019,280,5,0,31,0.555,0,0
2019,280,6,0,31,0.555,0,0
2019,280,7,0,31,0.555,0,0
2019,280,8,430,31,0.555,0,0
2019,280,9,430,31,0.555,0,0
2019,280,10,430,31,0.555,0,0
2019,280,11,430,31,0.555,0,0
2019,280,12,430,31,0.555,0,0
2019,280,13,430,31,0.555,0,0
2019,280,14,430,31,0.555,0,0
2019,280,15,430,31,0.555,0,0
2019,280,16,430,31,0.555,0,0
2019,280,17,430,31,0.555,0,0
2019,280,18,430,31,0.555,0,0
2019,280,19,430,31,0.555,0,0
2019,280,20,0,31,0.555,0,0
2019,280,21,0,31,0.555,0,0
2019,280,22,0,31,0.555,0,0
2019,280,23,0,31,0.555,0,0
2019,281,0,0,31,0.555,0,0.000462963
2019,281,1,0,31,0.555,0,0
2019,281,2,0,31,0.555,0,0
2019,281,3,0,31,0.555,0,0
2019,281,4,0,31,0.555,0,0
2019,281,5,0,31,0.555,0,0
2019,281,6,0,31,0.555,0,0
2019,281,7,0,31,0.555,0,0
2019,281,8,430,31,0.555,0,0
2019,281,9,430,31,0.555,0,0
2019,281,10,430,31,0.555,0,0
2019,281,11,430,31,0.555,0,0
2019,281,12,430,31,0.555,0,0
2019,281,13,430,31,0.555,0,0
2019,281,14,430,31,0.555,0,0
2019,281,15,430,31,0.555,0,0
2019,281,16,430,31,0.555,0,0
2019,281,17,430,31,0.555,0,0
2019,281,18,430,31,0.555,0,0
2019,281,19,430,31,0.555,0,0
2019,281,20,0,31,0.555,0,0
2019,281,21,0,31,0.555,0,0
2019,281,22,0,31,0.555,0,0
2019,281,23,0,31,0.555,0,0
2019,282,0,0,31,0.555,0,0.000462963
2019,282,1,0,31,0.555,0,0
2019,282,2,0,31,0.555,0,0
2019,282,3,0,31,0.555,0,0
2019,282,4,0,31,0.555,0,0
2019,282,5,0,31,0.555,0,0
2019,282,6,0,31,0.555,0,0
2019,282,7,0,31,0.555,0,0
2019,282,8,430,31,0.555,0,0
2019,282,9,430,31,0.555,0,0
2019,282,10,430,31,0.555,0,0
2019,282,11,430,31,0.555,0,0
2019,282,12,430,31,0.555,0,0
2019,282,13,430,31,0.555,0,0
2019,282,14,430,31,0.555,0,0
2019,282,15,430,31,0.555,0,0
2019,282,16,430,31,0.555,0,0
2019,282,17,430,31,0.555,0,0
2019,282,18,430,31,0.555,0,0
2019,282,19,430,31,0.555,0,0
2019,282,20,0,31,0.555,0,0
2019,282,21,0,31,0.555,0,0
2019,282,22,0,31,0.555,0,0
2019,282,23,0,31,0.555,0,0
2019,283,0,0,31,0.555,0,0.000462963
2019,283,1,0,31,0.555,0,0
2019,283,2,0,31,0.555,0,0
2019,283,3,0,31,0.555,0,0
2019,283,4,0,31,0.555,0,0
2019,283,5,0,31,0.555,0,0
2019,283,6,0,31,0.555,0,0
2019,283,7,0,31,0.555,0,0
2019,283,8,430,31,0.555,0,0
2019,283,9,430,31,0.555,0,0
2019,283,10,430,31,0.555,0,0
2019,283,11,430,31,0.555,0,0
2019,283,12,430,31,0.555,0,0
2019,283,13,430,31,0.555,0,0
2019,283,14,430,31,0.555,0,0
2019,283,15,430,31,0.555,0,0
2019,283,16,430,31,0.555,0,0
2019,283,17,430,31,0.555,0,0
2019,283,18,430,31,0.555,0,0
2019,283,19,430,31,0.555,0,0
2019,283,20,0,31,0.555,0,0
2019,283,21,0,31,0.555,0,0
2019,283,22,0,31,0.555,0,0
2019,283,23,0,31,0.555,0,0
2019,284,0,0,31,0.555,0,0.000462963
2019,284,1,0,31,0.555,0,0
2019,284,2,0,31,0.555,0,0
2019,284,3,0,31,0.555,0,0
2019,284,4,0,31,0.555,0,0
2019,284,5,0,31,0.555,0,0
2019,284,6,0,31,0.555,0,0
2019,284,7,0,31,0.555,0,0
2019,284,8,430,31,0.555,0,0
2019,284,9,430,31,0.555,0,0
2019,284,10,430,31,0.555,0,0
2019,284,11,430,31,0.555,0,0
2019,284,12,430,31,0.555,0,0
2019,284,13,430,31,0.555,0,0
2019,284,14,430,31,0.555,0,0
2019,284,15,430,31,0.555,0,0
2019,284,16,430,31,0.555,0,0
2019,284,17,430,31,0.555,0,0
2019,284,18,430,31,0.555,0,0
2019,284,19,430,31,0.555,0,0
2019,284,20,0,31,0.555,0,0
2019,284,21,0,31,0.555,0,0
2019,284,22,0,31,0.555,0,0
2019,284,23,0,31,0.555,0,0
2019,285,0,0,31,0.555,0,0.000462963
2019,285,1,0,31,0.555,0,0
2019,285,2,0,31,0.555,0,0
2019,285,3,0,31,0.555,0,0
2019,285,4,0,31,0.555,0,0
2019,285,5,0,31,0.555,0,0
2019,285,6,0,31,0.555,0,0
2019,285,7,0,31,0.555,0,0
2019,285,8,430,31,0.555,0,0
2019,285,9,430,31,0.555,0,0
2019,285,10,430,31,0.555,0,0
2019,285,11,430,31,0.555,0,0
2019,285,12,430,31,0.555,0,0
