"ID","rep","trait","Value","SE","SD","Date.run"
"20190312","plant_1","g0M",0.0211190378179657,0.0077549324558568,NA,2020-10-21
"20190312","plant_1","g1M",0.333190899299966,0.0911372996733156,NA,2020-10-21
"20190312","plant_1","g0BB",0.0212722061777812,0.0081401990401708,NA,2020-10-21
"20190312","plant_1","g1BB",3.84024549217542,0.236659641675059,NA,2020-10-21
"20190312","plant_2","g0M",0.0178606750412855,0.00560259773070824,NA,2020-10-21
"20190312","plant_2","g1M",0.403073952032838,0.0667155084330228,NA,2020-10-21
"20190312","plant_2","g0BB",0.0171064008245742,0.00569243517523027,NA,2020-10-21
"20190312","plant_2","g1BB",4.10061405258043,0.170121863822611,NA,2020-10-21
"20190312","plant_3","g0M",0.0346375542545541,0.00334247132367486,NA,2020-10-21
"20190312","plant_3","g1M",0.154153596910965,0.0428174487744336,NA,2020-10-21
"20190312","plant_3","g0BB",0.0347061400587798,0.0035206536067275,NA,2020-10-21
"20190312","plant_3","g1BB",3.40235109450887,0.111554357203293,NA,2020-10-21
