"ID","rep","trait","Value","SE","SD","Date.run"
"20200304","plant_1","g0M",0.0347788652230164,0.0197846800120177,NA,2020-10-21
"20200304","plant_1","g1M",0.437962868093368,0.334904348208686,NA,2020-10-21
"20200304","plant_1","g0BB",0.035403356165178,0.0199493737487106,NA,2020-10-21
"20200304","plant_1","g1BB",4.04820388951605,0.82941052451359,NA,2020-10-21
"20200304","plant_2","g0M",0.0140061504118896,0.0070422126666076,NA,2020-10-21
"20200304","plant_2","g1M",0.346870246424511,0.0943348413821221,NA,2020-10-21
"20200304","plant_2","g0BB",0.0146226369935018,0.00715714559497749,NA,2020-10-21
"20200304","plant_2","g1BB",3.83760187899554,0.235931819691989,NA,2020-10-21
"20200304","plant_3","g0M",0.0208446000780719,0.00436013664974011,NA,2020-10-21
"20200304","plant_3","g1M",0.34835405569135,0.0759341394171868,NA,2020-10-21
"20200304","plant_3","g0BB",0.0213940725606251,0.0046879109290877,NA,2020-10-21
"20200304","plant_3","g1BB",3.82819147259689,0.200251246499464,NA,2020-10-21
