"ID","rep","trait","Value","SE","SD","Date.run"
"20190326","plant_1","g0M",0.0195445744123823,0.00454121461450641,NA,2020-10-21
"20190326","plant_1","g1M",0.272288234104282,0.0659474514705979,NA,2020-10-21
"20190326","plant_1","g0BB",0.0208056626811559,0.0049455861158334,NA,2020-10-21
"20190326","plant_1","g1BB",3.62978088931297,0.176040176545398,NA,2020-10-21
"20190326","plant_2","g0M",0.025656960581859,0.00374844679004317,NA,2020-10-21
"20190326","plant_2","g1M",0.233834714632017,0.0516740257876289,NA,2020-10-21
"20190326","plant_2","g0BB",0.0264274564751069,0.00398204022190361,NA,2020-10-21
"20190326","plant_2","g1BB",3.59738632130517,0.136045928246961,NA,2020-10-21
"20190326","plant_3","g0M",0.0274365264796897,0.00292005514809274,NA,2020-10-21
"20190326","plant_3","g1M",0.164059908982845,0.0426197292622188,NA,2020-10-21
"20190326","plant_3","g0BB",0.0280196855376806,0.00288743123128376,NA,2020-10-21
"20190326","plant_3","g1BB",3.38365692116603,0.103225310550023,NA,2020-10-21
