"ID","rep","trait","Value","SE","SD","Date.run"
"20190910","plant_1","g0M",0.0135471568213429,0.00467675531232235,NA,2020-10-21
"20190910","plant_1","g1M",0.290708659643363,0.101740673018528,NA,2020-10-21
"20190910","plant_1","g0BB",0.0143933978835776,0.00494236845515396,NA,2020-10-21
"20190910","plant_1","g1BB",3.64840739470666,0.262740003766825,NA,2020-10-21
"20190910","plant_2","g0M",0.0196520653007144,0.00463521428004414,NA,2020-10-21
"20190910","plant_2","g1M",0.280376346106961,0.0943067497245562,NA,2020-10-21
"20190910","plant_2","g0BB",0.0205508494814475,0.00492312207175059,NA,2020-10-21
"20190910","plant_2","g1BB",3.6047553965451,0.243774417869782,NA,2020-10-21
"20190910","plant_3","g0M",0.014802384331682,0.00403518380805509,NA,2020-10-21
"20190910","plant_3","g1M",0.289737495020707,0.0873966093424297,NA,2020-10-21
"20190910","plant_3","g0BB",0.0156584983796744,0.00436117619660177,NA,2020-10-21
"20190910","plant_3","g1BB",3.63796605470216,0.230055018134512,NA,2020-10-21
