"ID","rep","trait","Value","SE","SD","Date.run"
"20191029","plant_1","g0M",0.0887743967055687,0.00836538695791966,NA,2020-10-20
"20191029","plant_1","g1M",-0.143864147419207,0.113986239342418,NA,2020-10-20
"20191029","plant_1","g0BB",0.0894076214140099,0.00862907988604206,NA,2020-10-20
"20191029","plant_1","g1BB",2.6577316891756,0.292625000532805,NA,2020-10-20
"20191029","plant_2","g0M",0.0655402426756622,0.00688228259011602,NA,2020-10-20
"20191029","plant_2","g1M",0.0540769640966703,0.0934819506644671,NA,2020-10-20
"20191029","plant_2","g0BB",0.0659404552267355,0.00719632445548718,NA,2020-10-20
"20191029","plant_2","g1BB",3.14162940566266,0.242261397296022,NA,2020-10-20
"20191029","plant_3","g0M",0.0387009762544414,0.00638916675071818,NA,2020-10-20
"20191029","plant_3","g1M",0.277830041469405,0.0885631150610155,NA,2020-10-20
"20191029","plant_3","g0BB",0.038364124647105,0.00673299806417098,NA,2020-10-20
"20191029","plant_3","g1BB",3.73361579826392,0.232249888279087,NA,2020-10-20
