"ID","rep","trait","Value","SE","SD","Date.run"
"20190304","plant_1","g0M",0.0109629189720537,0.00552093032300903,NA,2020-10-20
"20190304","plant_1","g1M",0.518160233517047,0.0825096176310455,NA,2020-10-20
"20190304","plant_1","g0BB",0.0103255281625555,0.00563870962118996,NA,2020-10-20
"20190304","plant_1","g1BB",4.36561737284721,0.210208038501862,NA,2020-10-20
"20190304","plant_2","g0M",0.0140477067477706,0.00754309766184013,NA,2020-10-20
"20190304","plant_2","g1M",0.509147783863773,0.11518893908435,NA,2020-10-20
"20190304","plant_2","g0BB",0.0141427727158326,0.00773090126916864,NA,2020-10-20
"20190304","plant_2","g1BB",4.37229379526791,0.298196213459082,NA,2020-10-20
"20190304","plant_3","g0M",0.039509041088679,0.00646040855338226,NA,2020-10-20
"20190304","plant_3","g1M",0.0569742554012875,0.103103684291558,NA,2020-10-20
"20190304","plant_3","g0BB",0.0400331351291954,0.00669374517110679,NA,2020-10-20
"20190304","plant_3","g1BB",3.14220476706626,0.263922004465411,NA,2020-10-20
