"ID","rep","trait","Value","SE","SD","Date.run"
"20191029","plant_1","g0M",0.0986578758435403,0.00839938773540852,NA,2020-10-20
"20191029","plant_1","g1M",-0.360624563289485,0.12865051723785,NA,2020-10-20
"20191029","plant_1","g0BB",0.099702293765996,0.00854344867237305,NA,2020-10-20
"20191029","plant_1","g1BB",2.09407335144568,0.324379428553323,NA,2020-10-20
"20191029","plant_2","g0M",0.0733411994195392,0.00684697098805326,NA,2020-10-20
"20191029","plant_2","g1M",-0.131674009051031,0.107057765401301,NA,2020-10-20
"20191029","plant_2","g0BB",0.0742717971762906,0.00705016246431215,NA,2020-10-20
"20191029","plant_2","g1BB",2.64877617102756,0.272044325177844,NA,2020-10-20
"20191029","plant_3","g0M",0.04500780762795,0.00631186170426085,NA,2020-10-20
"20191029","plant_3","g1M",0.124019023263153,0.0995714681335551,NA,2020-10-20
"20191029","plant_3","g0BB",0.0453026924787198,0.00655327385276013,NA,2020-10-20
"20191029","plant_3","g1BB",3.31360403696796,0.255978971576748,NA,2020-10-20
