"ID","rep","trait","Value","SE","SD","Date.run"
"20190304","plant_1","g0M",0.0163990575882332,0.00442867109169699,NA,2020-10-20
"20190304","plant_1","g1M",0.377714765130453,0.0700173272479656,NA,2020-10-20
"20190304","plant_1","g0BB",0.0158939023895023,0.00443793577318863,NA,2020-10-20
"20190304","plant_1","g1BB",4.00601586355555,0.17472555956805,NA,2020-10-20
"20190304","plant_2","g0M",0.0211028237391875,0.00502758752366043,NA,2020-10-20
"20190304","plant_2","g1M",0.317437615638179,0.0806823012267414,NA,2020-10-20
"20190304","plant_2","g0BB",0.0212500531695189,0.00517388388476765,NA,2020-10-20
"20190304","plant_2","g1BB",3.88218514293407,0.209475305445324,NA,2020-10-20
"20190304","plant_3","g0M",0.0479113067665574,0.00607482756605671,NA,2020-10-20
"20190304","plant_3","g1M",-0.14601013548517,0.105350571909219,NA,2020-10-20
"20190304","plant_3","g0BB",0.0486826785737687,0.00621952827831436,NA,2020-10-20
"20190304","plant_3","g1BB",2.62337099588516,0.265891126952584,NA,2020-10-20
