"ID","rep","trait","Value","SE","SD","Date.run"
"20190312","plant_1","g0M",0.00669541717647968,0.00993946531187123,NA,2020-10-20
"20190312","plant_1","g1M",0.482934294571999,0.118463848486549,NA,2020-10-20
"20190312","plant_1","g0BB",0.00673996600122402,0.0102185051554541,NA,2020-10-20
"20190312","plant_1","g1BB",4.21381014557709,0.301287731820253,NA,2020-10-20
"20190312","plant_2","g0M",0.0193089222360408,0.00521918993325749,NA,2020-10-20
"20190312","plant_2","g1M",0.387785824903543,0.0630535661702361,NA,2020-10-20
"20190312","plant_2","g0BB",0.0186538103054161,0.00530359917689482,NA,2020-10-20
"20190312","plant_2","g1BB",4.05955638535947,0.160805987975337,NA,2020-10-20
"20190312","plant_3","g0M",0.0356771474795739,0.00312630466468404,NA,2020-10-20
"20190312","plant_3","g1M",0.14246186177379,0.040667765064514,NA,2020-10-20
"20190312","plant_3","g0BB",0.0357187223915406,0.00328686424817406,NA,2020-10-20
"20190312","plant_3","g1BB",3.37418672313286,0.105757673841101,NA,2020-10-20
