"ID","rep","trait","Value","SE","SD","Date.run"
"20190311","plant_1","g0M",0.0313786927479354,0.0037134856005261,NA,2020-10-20
"20190311","plant_1","g1M",0.252190881174181,0.0481117089626454,NA,2020-10-20
"20190311","plant_1","g0BB",0.0318310906383937,0.00417755982465935,NA,2020-10-20
"20190311","plant_1","g1BB",3.64439329177259,0.134249153062599,NA,2020-10-20
"20190311","plant_2","g0M",0.0346933589812561,0.00332753537839078,NA,2020-10-20
"20190311","plant_2","g1M",0.249318497169175,0.0406134897891255,NA,2020-10-20
"20190311","plant_2","g0BB",0.0340769673354109,0.00342878937466116,NA,2020-10-20
"20190311","plant_2","g1BB",3.69891318516989,0.104624776298721,NA,2020-10-20
"20190311","plant_3","g0M",0.0339238029649001,0.00469839129375977,NA,2020-10-20
"20190311","plant_3","g1M",0.134609302958403,0.0672401562483779,NA,2020-10-20
"20190311","plant_3","g0BB",0.0341013904722304,0.00483642160614657,NA,2020-10-20
"20190311","plant_3","g1BB",3.34268452419334,0.17054988079745,NA,2020-10-20
