"year","doy","hour","SolarR","Temp","RH","WS","precip"
2020,3,11,430,31,0.555,0,0
2020,3,12,430,31,0.555,0,0
2020,3,13,430,31,0.555,0,0
2020,3,14,430,31,0.555,0,0
2020,3,15,430,31,0.555,0,0
2020,3,16,430,31,0.555,0,0
2020,3,17,430,31,0.555,0,0
2020,3,18,430,31,0.555,0,0
2020,3,19,430,31,0.555,0,0
2020,3,20,0,22,0.555,0,0
2020,3,21,0,22,0.555,0,0
2020,3,22,0,22,0.555,0,0
2020,3,23,0,22,0.555,0,0
2020,4,0,0,22,0.555,0,0.000462963
2020,4,1,0,22,0.555,0,0
2020,4,2,0,22,0.555,0,0
2020,4,3,0,22,0.555,0,0
2020,4,4,0,22,0.555,0,0
2020,4,5,0,22,0.555,0,0
2020,4,6,0,22,0.555,0,0
2020,4,7,0,22,0.555,0,0
2020,4,8,430,31,0.555,0,0
2020,4,9,430,31,0.555,0,0
2020,4,10,430,31,0.555,0,0
2020,4,11,430,31,0.555,0,0
2020,4,12,430,31,0.555,0,0
2020,4,13,430,31,0.555,0,0
2020,4,14,430,31,0.555,0,0
2020,4,15,430,31,0.555,0,0
2020,4,16,430,31,0.555,0,0
2020,4,17,430,31,0.555,0,0
2020,4,18,430,31,0.555,0,0
2020,4,19,430,31,0.555,0,0
2020,4,20,0,22,0.555,0,0
2020,4,21,0,22,0.555,0,0
2020,4,22,0,22,0.555,0,0
2020,4,23,0,22,0.555,0,0
2020,5,0,0,22,0.555,0,0.000462963
2020,5,1,0,22,0.555,0,0
2020,5,2,0,22,0.555,0,0
2020,5,3,0,22,0.555,0,0
2020,5,4,0,22,0.555,0,0
2020,5,5,0,22,0.555,0,0
2020,5,6,0,22,0.555,0,0
2020,5,7,0,22,0.555,0,0
2020,5,8,430,31,0.555,0,0
2020,5,9,430,31,0.555,0,0
2020,5,10,430,31,0.555,0,0
2020,5,11,430,31,0.555,0,0
2020,5,12,430,31,0.555,0,0
2020,5,13,430,31,0.555,0,0
2020,5,14,430,31,0.555,0,0
2020,5,15,430,31,0.555,0,0
2020,5,16,430,31,0.555,0,0
2020,5,17,430,31,0.555,0,0
2020,5,18,430,31,0.555,0,0
2020,5,19,430,31,0.555,0,0
2020,5,20,0,22,0.555,0,0
2020,5,21,0,22,0.555,0,0
2020,5,22,0,22,0.555,0,0
