"year","doy","hour","SolarR","Temp","RH","WS","precip"
2020,31,0,0,22,0.555,0,0.000462963
2020,31,1,0,22,0.555,0,0
2020,31,2,0,22,0.555,0,0
2020,31,3,0,22,0.555,0,0
2020,31,4,0,22,0.555,0,0
2020,31,5,0,22,0.555,0,0
2020,31,6,0,22,0.555,0,0
2020,31,7,0,22,0.555,0,0
2020,31,8,430,31,0.555,0,0
2020,31,9,430,31,0.555,0,0
2020,31,10,430,31,0.555,0,0
2020,31,11,430,31,0.555,0,0
2020,31,12,430,31,0.555,0,0
2020,31,13,430,31,0.555,0,0
2020,31,14,430,31,0.555,0,0
2020,31,15,430,31,0.555,0,0
2020,31,16,430,31,0.555,0,0
2020,31,17,430,31,0.555,0,0
2020,31,18,430,31,0.555,0,0
2020,31,19,430,31,0.555,0,0
2020,31,20,0,22,0.555,0,0
2020,31,21,0,22,0.555,0,0
2020,31,22,0,22,0.555,0,0
2020,31,23,0,22,0.555,0,0
2020,32,0,0,22,0.555,0,0.000462963
2020,32,1,0,22,0.555,0,0
2020,32,2,0,22,0.555,0,0
2020,32,3,0,22,0.555,0,0
2020,32,4,0,22,0.555,0,0
2020,32,5,0,22,0.555,0,0
2020,32,6,0,22,0.555,0,0
2020,32,7,0,22,0.555,0,0
2020,32,8,430,31,0.555,0,0
2020,32,9,430,31,0.555,0,0
2020,32,10,430,31,0.555,0,0
2020,32,11,430,31,0.555,0,0
2020,32,12,430,31,0.555,0,0
2020,32,13,430,31,0.555,0,0
2020,32,14,430,31,0.555,0,0
2020,32,15,430,31,0.555,0,0
2020,32,16,430,31,0.555,0,0
2020,32,17,430,31,0.555,0,0
2020,32,18,430,31,0.555,0,0
2020,32,19,430,31,0.555,0,0
2020,32,20,0,22,0.555,0,0
2020,32,21,0,22,0.555,0,0
2020,32,22,0,22,0.555,0,0
2020,32,23,0,22,0.555,0,0
2020,33,0,0,22,0.555,0,0.000462963
2020,33,1,0,22,0.555,0,0
2020,33,2,0,22,0.555,0,0
2020,33,3,0,22,0.555,0,0
2020,33,4,0,22,0.555,0,0
2020,33,5,0,22,0.555,0,0
2020,33,6,0,22,0.555,0,0
2020,33,7,0,22,0.555,0,0
2020,33,8,430,31,0.555,0,0
2020,33,9,430,31,0.555,0,0
2020,33,10,430,31,0.555,0,0
2020,33,11,430,31,0.555,0,0
2020,33,12,430,31,0.555,0,0
2020,33,13,430,31,0.555,0,0
2020,33,14,430,31,0.555,0,0
2020,33,15,430,31,0.555,0,0
2020,33,16,430,31,0.555,0,0
2020,33,17,430,31,0.555,0,0
2020,33,18,430,31,0.555,0,0
2020,33,19,430,31,0.555,0,0
2020,33,20,0,22,0.555,0,0
2020,33,21,0,22,0.555,0,0
2020,33,22,0,22,0.555,0,0
2020,33,23,0,22,0.555,0,0
2020,34,0,0,22,0.555,0,0.000462963
2020,34,1,0,22,0.555,0,0
2020,34,2,0,22,0.555,0,0
2020,34,3,0,22,0.555,0,0
2020,34,4,0,22,0.555,0,0
2020,34,5,0,22,0.555,0,0
2020,34,6,0,22,0.555,0,0
2020,34,7,0,22,0.555,0,0
2020,34,8,430,31,0.555,0,0
2020,34,9,430,31,0.555,0,0
2020,34,10,430,31,0.555,0,0
2020,34,11,430,31,0.555,0,0
2020,34,12,430,31,0.555,0,0
2020,34,13,430,31,0.555,0,0
2020,34,14,430,31,0.555,0,0
2020,34,15,430,31,0.555,0,0
2020,34,16,430,31,0.555,0,0
2020,34,17,430,31,0.555,0,0
2020,34,18,430,31,0.555,0,0
2020,34,19,430,31,0.555,0,0
2020,34,20,0,22,0.555,0,0
2020,34,21,0,22,0.555,0,0
2020,34,22,0,22,0.555,0,0
2020,34,23,0,22,0.555,0,0
2020,35,0,0,22,0.555,0,0.000462963
2020,35,1,0,22,0.555,0,0
2020,35,2,0,22,0.555,0,0
2020,35,3,0,22,0.555,0,0
2020,35,4,0,22,0.555,0,0
2020,35,5,0,22,0.555,0,0
2020,35,6,0,22,0.555,0,0
2020,35,7,0,22,0.555,0,0
2020,35,8,430,31,0.555,0,0
2020,35,9,430,31,0.555,0,0
2020,35,10,430,31,0.555,0,0
2020,35,11,430,31,0.555,0,0
2020,35,12,430,31,0.555,0,0
2020,35,13,430,31,0.555,0,0
2020,35,14,430,31,0.555,0,0
2020,35,15,430,31,0.555,0,0
2020,35,16,430,31,0.555,0,0
2020,35,17,430,31,0.555,0,0
2020,35,18,430,31,0.555,0,0
2020,35,19,430,31,0.555,0,0
2020,35,20,0,22,0.555,0,0
2020,35,21,0,22,0.555,0,0
2020,35,22,0,22,0.555,0,0
2020,35,23,0,22,0.555,0,0
2020,36,0,0,22,0.555,0,0.000462963
2020,36,1,0,22,0.555,0,0
2020,36,2,0,22,0.555,0,0
2020,36,3,0,22,0.555,0,0
2020,36,4,0,22,0.555,0,0
2020,36,5,0,22,0.555,0,0
2020,36,6,0,22,0.555,0,0
2020,36,7,0,22,0.555,0,0
2020,36,8,430,31,0.555,0,0
2020,36,9,430,31,0.555,0,0
2020,36,10,430,31,0.555,0,0
2020,36,11,430,31,0.555,0,0
2020,36,12,430,31,0.555,0,0
2020,36,13,430,31,0.555,0,0
2020,36,14,430,31,0.555,0,0
2020,36,15,430,31,0.555,0,0
2020,36,16,430,31,0.555,0,0
2020,36,17,430,31,0.555,0,0
2020,36,18,430,31,0.555,0,0
