"year","doy","hour","SolarR","Temp","RH","WS","precip"
2019,17,3,0,22,0.555,0,0
2019,17,4,0,22,0.555,0,0
2019,17,5,0,22,0.555,0,0
2019,17,6,0,22,0.555,0,0
2019,17,7,0,22,0.555,0,0
2019,17,8,250,31,0.555,0,0
2019,17,9,250,31,0.555,0,0
2019,17,10,250,31,0.555,0,0
2019,17,11,250,31,0.555,0,0
2019,17,12,250,31,0.555,0,0
2019,17,13,250,31,0.555,0,0
2019,17,14,250,31,0.555,0,0
2019,17,15,250,31,0.555,0,0
2019,17,16,250,31,0.555,0,0
2019,17,17,250,31,0.555,0,0
2019,17,18,250,31,0.555,0,0
2019,17,19,250,31,0.555,0,0
2019,17,20,0,22,0.555,0,0
2019,17,21,0,22,0.555,0,0
2019,17,22,0,22,0.555,0,0
2019,17,23,0,22,0.555,0,0
2019,18,0,0,22,0.555,0,0.000462963
2019,18,1,0,22,0.555,0,0
2019,18,2,0,22,0.555,0,0
2019,18,3,0,22,0.555,0,0
2019,18,4,0,22,0.555,0,0
2019,18,5,0,22,0.555,0,0
2019,18,6,0,22,0.555,0,0
2019,18,7,0,22,0.555,0,0
2019,18,8,250,31,0.555,0,0
2019,18,9,250,31,0.555,0,0
2019,18,10,250,31,0.555,0,0
2019,18,11,250,31,0.555,0,0
2019,18,12,250,31,0.555,0,0
2019,18,13,250,31,0.555,0,0
2019,18,14,250,31,0.555,0,0
2019,18,15,250,31,0.555,0,0
2019,18,16,250,31,0.555,0,0
2019,18,17,250,31,0.555,0,0
2019,18,18,250,31,0.555,0,0
2019,18,19,250,31,0.555,0,0
2019,18,20,0,22,0.555,0,0
2019,18,21,0,22,0.555,0,0
2019,18,22,0,22,0.555,0,0
2019,18,23,0,22,0.555,0,0
2019,19,0,0,22,0.555,0,0.000462963
2019,19,1,0,22,0.555,0,0
2019,19,2,0,22,0.555,0,0
2019,19,3,0,22,0.555,0,0
2019,19,4,0,22,0.555,0,0
2019,19,5,0,22,0.555,0,0
2019,19,6,0,22,0.555,0,0
2019,19,7,0,22,0.555,0,0
