"ID","rep","trait","Value","SE","SD"
"20200905_outdoor_JollyG","plant_1","vmax",25.6725055606776,NA,6.23129974976573
"20200905_outdoor_JollyG","plant_2","vmax",29.9525952158358,NA,6.67162133573102
"20200905_outdoor_JollyG","plant_3","vmax",22.0657900787715,NA,4.6737881049637
