"ID","rep","trait","Value","SE","SD"
"20190312","plant_1","vmax",32.6799974088933,NA,7.25889785893379
"20190312","plant_2","vmax",32.710885213821,NA,8.51501616188445
"20190312","plant_3","vmax",30.842900362403,NA,7.04055493490842
