"ID","rep","trait","Value","SE","SD"
"20191029","plant_1","vmax",21.8043391131039,NA,3.46123964346783
"20191029","plant_2","vmax",21.4772872639112,NA,4.0211739191635
"20191029","plant_3","vmax",20.9800274900067,NA,4.19275111649069
