"ID","rep","trait","Value","SE","SD","Date.run"
"20190910","plant_1","LCPT",27.2907707914798,NA,NA,2020-10-17
"20190910","plant_1","LSP",438.478306521984,NA,NA,2020-10-17
"20190910","plant_1","Am",17.7919324171043,0.344230989518667,NA,2020-10-17
"20190910","plant_1","AQY",0.0563094689635708,0.0035228254888596,NA,2020-10-17
"20190910","plant_1","Rd",1.50378020158248,0.207497689412816,NA,2020-10-17
"20190910","plant_1","theta_lc",0.762676816800228,0.0427796462726993,NA,2020-10-17
"20190910","plant_2","LCPT",24.3831712231429,NA,NA,2020-10-17
"20190910","plant_2","LSP",357.016569688655,NA,NA,2020-10-17
"20190910","plant_2","Am",17.3003384208284,0.307631660253869,NA,2020-10-17
"20190910","plant_2","AQY",0.0543437040915344,0.00294611209121173,NA,2020-10-17
"20190910","plant_2","Rd",1.3102807400396,0.204114805661196,NA,2020-10-17
"20190910","plant_2","theta_lc",0.862232991835209,0.026879532927218,NA,2020-10-17
"20190910","plant_3","LCPT",27.1943892988252,NA,NA,2020-10-17
"20190910","plant_3","LSP",360.028204112961,NA,NA,2020-10-17
"20190910","plant_3","Am",17.6435287904059,0.443031397278695,NA,2020-10-17
"20190910","plant_3","AQY",0.052870350535532,0.00396223205461302,NA,2020-10-17
"20190910","plant_3","Rd",1.42284822376471,0.294439585724735,NA,2020-10-17
"20190910","plant_3","theta_lc",0.880383995885648,0.0343591106826939,NA,2020-10-17
