"ID","rep","trait","Value","SE","SD","Date.run"
"20190722","plant_1","LCPT",19.6592025178264,NA,NA,2020-10-17
"20190722","plant_1","LSP",378.943169443269,NA,NA,2020-10-17
"20190722","plant_1","Am",21.5993051966623,0.308091373319833,NA,2020-10-17
"20190722","plant_1","AQY",0.0686228549522359,0.00307071519792602,NA,2020-10-17
"20190722","plant_1","Rd",1.33366367227416,0.197375255765437,NA,2020-10-17
"20190722","plant_1","theta_lc",0.824446044389628,0.0254669656349336,NA,2020-10-17
"20190722","plant_2","LCPT",18.2472974552153,NA,NA,2020-10-17
"20190722","plant_2","LSP",374.77043338722,NA,NA,2020-10-17
"20190722","plant_2","Am",17.7100564270861,0.34062448803663,NA,2020-10-17
"20190722","plant_2","AQY",0.0541847004862786,0.00320230550187192,NA,2020-10-17
"20190722","plant_2","Rd",0.979832722375835,0.218925952279776,NA,2020-10-17
"20190722","plant_2","theta_lc",0.845049463899166,0.0313813210595859,NA,2020-10-17
"20190722","plant_3","LCPT",13.2797199686542,NA,NA,2020-10-17
"20190722","plant_3","LSP",354.048781068564,NA,NA,2020-10-17
"20190722","plant_3","Am",18.6692269287405,0.312350996884085,NA,2020-10-17
"20190722","plant_3","AQY",0.0588681972740488,0.00302745179800775,NA,2020-10-17
"20190722","plant_3","Rd",0.77677861581399,0.205343734160857,NA,2020-10-17
"20190722","plant_3","theta_lc",0.852484535286277,0.0264933301800271,NA,2020-10-17
