"ID","rep","trait","Value","SE","SD","Date.run"
"20190821","plant_1","LCPT",20.3186295778737,NA,NA,2020-10-17
"20190821","plant_1","LSP",335.499134979549,NA,NA,2020-10-17
"20190821","plant_1","Am",14.985561167342,0.374373235529386,NA,2020-10-17
"20190821","plant_1","AQY",0.0542984818619625,0.00437697155171594,NA,2020-10-17
"20190821","plant_1","Rd",1.08828526742879,0.254398389925866,NA,2020-10-17
"20190821","plant_1","theta_lc",0.824175562200661,0.0453706878631563,NA,2020-10-17
"20190821","plant_2","LCPT",18.1481209166523,NA,NA,2020-10-17
"20190821","plant_2","LSP",356.221285151368,NA,NA,2020-10-17
"20190821","plant_2","Am",15.4349256268926,0.404820294152646,NA,2020-10-17
"20190821","plant_2","AQY",0.0512232543038638,0.00423180473942691,NA,2020-10-17
"20190821","plant_2","Rd",0.919832430561978,0.266654564736479,NA,2020-10-17
"20190821","plant_2","theta_lc",0.832322989720563,0.0456414665266976,NA,2020-10-17
"20190821","plant_3","LCPT",15.3253279508965,NA,NA,2020-10-17
"20190821","plant_3","LSP",320.832165805477,NA,NA,2020-10-17
"20190821","plant_3","Am",14.3210510914703,0.329216508885101,NA,2020-10-17
"20190821","plant_3","AQY",0.0490670777417831,0.00348449987167537,NA,2020-10-17
"20190821","plant_3","Rd",0.746353765550815,0.226283366918843,NA,2020-10-17
"20190821","plant_3","theta_lc",0.863155480099233,0.0350449421949916,NA,2020-10-17
